    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn   RPN:ChngeM    RPN:dT     RPN:COP   
      m^3/s        deg          K           W           W           _           _           _      
         0f          0g          0c          2e         14e          1A         10A         17A    
     3.6030E-2      -28.500      359.130    -2038.3        404.020    3.6030E-2       90.5690       0.24799
     3.6030E-2      -28.200      359.220    -2044.1        409.290    3.6030E-2       90.7800       0.25115
     3.6030E-2      -27.900      359.310    -2049.7        414.510    3.6030E-2       90.9890       0.25429
     3.6030E-2      -27.600      359.390    -2055.4        419.690    3.6030E-2       91.1960       0.25739
     3.6030E-2      -27.300      359.480    -2060.9        424.810    3.6030E-2       91.4020       0.26046
     3.6030E-2      -27.000      359.560    -2066.4        429.890    3.6030E-2       91.6050       0.26350
     3.6030E-2      -26.700      359.650    -2071.9        434.910    3.6030E-2       91.8060       0.26652
     3.6030E-2      -26.400      359.730    -2077.3        439.890    3.6030E-2       92.0050       0.26950
     3.6030E-2      -26.100      359.810    -2082.6        444.820    3.6030E-2       92.2010       0.27245
     3.6030E-2      -25.800      359.900    -2087.9        449.700    3.6030E-2       92.3960       0.27537
     3.6030E-2      -25.500      359.980    -2093.1        454.530    3.6030E-2       92.5890       0.27827
     3.6030E-2      -25.200      360.060    -2098.2        459.310    3.6030E-2       92.7800       0.28113
     3.6030E-2      -24.900      360.140    -2103.3        464.050    3.6030E-2       92.9690       0.28396
     3.6030E-2      -24.600      360.210    -2108.4        468.730    3.6030E-2       93.1560       0.28677
     3.6030E-2      -24.300      360.290    -2113.4        473.370    3.6030E-2       93.3400       0.28954
     3.6030E-2      -24.000      360.370    -2118.3        477.960    3.6030E-2       93.5230       0.29229
     3.6030E-2      -23.700      360.440    -2123.1        482.500    3.6030E-2       93.7040       0.29501
     3.6030E-2      -23.400      360.520    -2127.9        486.990    3.6030E-2       93.8820       0.29769
     3.6030E-2      -23.100      360.590    -2132.7        491.430    3.6030E-2       94.0590       0.30035
     3.6030E-2      -22.800      360.660    -2137.4        495.830    3.6030E-2       94.2330       0.30299
     3.6030E-2      -22.500      360.730    -2142.0        500.180    3.6030E-2       94.4060       0.30559
     3.6030E-2      -22.200      360.800    -2146.6        504.480    3.6030E-2       94.5760       0.30817
     3.6030E-2      -21.900      360.870    -2151.1        508.730    3.6030E-2       94.7440       0.31071
     3.6030E-2      -21.600      360.940    -2155.5        512.930    3.6030E-2       94.9110       0.31324
     3.6030E-2      -21.300      361.010    -2159.9        517.090    3.6030E-2       95.0750       0.31573
     3.6030E-2      -21.000      361.080    -2164.2        521.190    3.6030E-2       95.2370       0.31819
     3.6030E-2      -20.700      361.140    -2168.5        525.250    3.6030E-2       95.3970       0.32063
     3.6030E-2      -20.400      361.210    -2172.7        529.270    3.6030E-2       95.5550       0.32304
     3.6030E-2      -20.100      361.270    -2176.8        533.230    3.6030E-2       95.7110       0.32543
     3.6030E-2      -19.800      361.340    -2180.9        537.150    3.6030E-2       95.8650       0.32778
     3.6030E-2      -19.500      361.400    -2184.9        541.020    3.6030E-2       96.0170       0.33012
     3.6030E-2      -19.200      361.460    -2188.9        544.840    3.6030E-2       96.1670       0.33242
     3.6030E-2      -18.900      361.520    -2192.8        548.620    3.6030E-2       96.3150       0.33470
     3.6030E-2      -18.600      361.580    -2196.6        552.350    3.6030E-2       96.4610       0.33695
     3.6030E-2      -18.300      361.640    -2200.4        556.030    3.6030E-2       96.6050       0.33918
     3.6030E-2      -18.000      361.700    -2204.1        559.660    3.6030E-2       96.7460       0.34138
     3.6030E-2      -17.700      361.750    -2207.8        563.250    3.6030E-2       96.8860       0.34355
     3.6030E-2      -17.400      361.810    -2211.4        566.790    3.6030E-2       97.0230       0.34570
     3.6030E-2      -17.100      361.860    -2214.9        570.280    3.6030E-2       97.1590       0.34782
     3.6030E-2      -16.800      361.920    -2218.4        573.720    3.6030E-2       97.2920       0.34992
     3.6030E-2      -16.500      361.970    -2221.8        577.120    3.6030E-2       97.4240       0.35199
     3.6030E-2      -16.200      362.020    -2225.1        580.470    3.6030E-2       97.5530       0.35404
     3.6030E-2      -15.900      362.070    -2228.4        583.780    3.6030E-2       97.6800       0.35606
     3.6030E-2      -15.600      362.120    -2231.6        587.040    3.6030E-2       97.8050       0.35806
     3.6030E-2      -15.300      362.170    -2234.7        590.250    3.6030E-2       97.9290       0.36003
     3.6030E-2      -15.000      362.220    -2237.8        593.420    3.6030E-2       98.0500       0.36198
     3.6030E-2      -14.700      362.260    -2240.8        596.530    3.6030E-2       98.1690       0.36390
     3.6030E-2      -14.400      362.310    -2243.8        599.610    3.6030E-2       98.2850       0.36580
     3.6030E-2      -14.100      362.360    -2246.7        602.630    3.6030E-2       98.4000       0.36767
     3.6030E-2      -13.800      362.400    -2249.5        605.610    3.6030E-2       98.5130       0.36953
     3.6030E-2      -13.500      362.440    -2252.3        608.540    3.6030E-2       98.6240       0.37135
     3.6030E-2      -13.200      362.480    -2255.0        611.430    3.6030E-2       98.7330       0.37316
     3.6030E-2      -12.900      362.520    -2257.6        614.270    3.6030E-2       98.8390       0.37493
     3.6030E-2      -12.600      362.560    -2260.2        617.060    3.6030E-2       98.9440       0.37669
     3.6030E-2      -12.300      362.600    -2262.7        619.810    3.6030E-2       99.0460       0.37842
     3.6030E-2      -12.000      362.640    -2265.2        622.510    3.6030E-2       99.1460       0.38013
     3.6030E-2      -11.700      362.680    -2267.5        625.170    3.6030E-2       99.2450       0.38182
     3.6030E-2      -11.400      362.710    -2269.9        627.780    3.6030E-2       99.3410       0.38348
     3.6030E-2      -11.100      362.750    -2272.1        630.340    3.6030E-2       99.4350       0.38512
     3.6030E-2      -10.800      362.780    -2274.3        632.860    3.6030E-2       99.5270       0.38673
     3.6030E-2      -10.500      362.820    -2276.4        635.330    3.6030E-2       99.6170       0.38832
     3.6030E-2      -10.200      362.850    -2278.5        637.760    3.6030E-2       99.7050       0.38989
     3.6030E-2       -9.9000     362.880    -2280.5        640.140    3.6030E-2       99.7910       0.39144
     3.6030E-2       -9.6000     362.910    -2282.4        642.470    3.6030E-2       99.8750       0.39297
     3.6030E-2       -9.3000     362.940    -2284.3        644.760    3.6030E-2       99.9570       0.39447
     3.6030E-2       -9.0000     362.970    -2286.1        647.000    3.6030E-2      100.040        0.39595
     3.6030E-2       -8.7000     362.990    -2287.8        649.200    3.6030E-2      100.110        0.39741
     3.6030E-2       -8.4000     363.020    -2289.5        651.350    3.6030E-2      100.190        0.39884
     3.6030E-2       -8.1000     363.040    -2291.1        653.450    3.6030E-2      100.260        0.40025
     3.6030E-2       -7.8000     363.070    -2292.6        655.510    3.6030E-2      100.330        0.40164
     3.6030E-2       -7.5000     363.090    -2294.1        657.530    3.6030E-2      100.400        0.40301
     3.6030E-2       -7.2000     363.110    -2295.5        659.500    3.6030E-2      100.470        0.40436
     3.6030E-2       -6.9000     363.130    -2296.8        661.420    3.6030E-2      100.540        0.40568
     3.6030E-2       -6.6000     363.150    -2298.1        663.300    3.6030E-2      100.600        0.40699
     3.6030E-2       -6.3000     363.170    -2299.3        665.130    3.6030E-2      100.660        0.40827
     3.6030E-2       -6.0000     363.190    -2300.4        666.920    3.6030E-2      100.720        0.40953
     3.6030E-2       -5.7000     363.210    -2301.5        668.660    3.6030E-2      100.780        0.41076
     3.6030E-2       -5.4000     363.220    -2302.5        670.360    3.6030E-2      100.830        0.41198
     3.6030E-2       -5.1000     363.240    -2303.5        672.010    3.6030E-2      100.880        0.41318
     3.6030E-2       -4.8000     363.250    -2304.3        673.610    3.6030E-2      100.930        0.41435
     3.6030E-2       -4.5000     363.260    -2305.1        675.170    3.6030E-2      100.980        0.41550
     3.6030E-2       -4.2000     363.270    -2305.9        676.690    3.6030E-2      101.030        0.41663
     3.6030E-2       -3.9000     363.280    -2306.6        678.160    3.6030E-2      101.070        0.41774
     3.6030E-2       -3.6000     363.290    -2307.2        679.590    3.6030E-2      101.120        0.41883
     3.6030E-2       -3.3000     363.300    -2307.7        680.970    3.6030E-2      101.160        0.41989
     3.6030E-2       -3.0000     363.310    -2308.2        682.300    3.6030E-2      101.200        0.42094
     3.6030E-2       -2.7000     363.320    -2308.6        683.590    3.6030E-2      101.230        0.42196
     3.6030E-2       -2.4000     363.320    -2309.0        684.840    3.6030E-2      101.270        0.42297
     3.6030E-2       -2.1000     363.330    -2309.2        686.030    3.6030E-2      101.300        0.42395
     3.6030E-2       -1.8000     363.330    -2309.5        687.190    3.6030E-2      101.330        0.42491
     3.6030E-2       -1.5000     363.330    -2309.6        688.300    3.6030E-2      101.360        0.42585
     3.6030E-2       -1.2000     363.330    -2309.7        689.360    3.6030E-2      101.380        0.42677
     3.6030E-2       -0.9000     363.330    -2309.7        690.380    3.6030E-2      101.400        0.42767
     3.6030E-2       -0.6000     363.330    -2309.6        691.360    3.6030E-2      101.430        0.42854
     3.6030E-2       -0.3000     363.330    -2309.5        692.290    3.6030E-2      101.450        0.42940
     3.6030E-2   -1.3323E-15     363.330    -2309.3        693.170    3.6030E-2      101.460        0.43023
     3.6030E-2        0.30000    363.320    -2309.1        694.010    3.6030E-2      101.480        0.43105
     3.6030E-2        0.60000    363.320    -2308.8        694.810    3.6030E-2      101.490        0.43184
     3.6030E-2        0.90000    363.310    -2308.4        695.560    3.6030E-2      101.500        0.43262
     3.6030E-2        1.20000    363.300    -2307.9        696.270    3.6030E-2      101.510        0.43337
     3.6030E-2        1.50000    363.300    -2307.4        696.930    3.6030E-2      101.520        0.43410
     3.6030E-2        1.80000    363.290    -2306.8        697.540    3.6030E-2      101.530        0.43481
     3.6030E-2        2.10000    363.280    -2306.1        698.110    3.6030E-2      101.530        0.43550
     3.6030E-2        2.40000    363.270    -2305.4        698.640    3.6030E-2      101.530        0.43616
     3.6030E-2        2.70000    363.250    -2304.6        699.120    3.6030E-2      101.530        0.43681
     3.6030E-2        3.00000    363.240    -2303.8        699.560    3.6030E-2      101.530        0.43744
     3.6030E-2        3.30000    363.230    -2302.9        699.950    3.6030E-2      101.520        0.43804
     3.6030E-2        3.60000    363.210    -2301.9        700.300    3.6030E-2      101.510        0.43863
     3.6030E-2        3.90000    363.190    -2300.8        700.600    3.6030E-2      101.500        0.43919
     3.6030E-2        4.20000    363.180    -2299.7        700.860    3.6030E-2      101.490        0.43973
     3.6030E-2        4.50000    363.160    -2298.5        701.070    3.6030E-2      101.480        0.44025
     3.6030E-2        4.80000    363.140    -2297.3        701.240    3.6030E-2      101.460        0.44075
     3.6030E-2        5.10000    363.120    -2295.9        701.370    3.6030E-2      101.440        0.44123
     3.6030E-2        5.40000    363.100    -2294.5        701.440    3.6030E-2      101.430        0.44169
     3.6030E-2        5.70000    363.070    -2293.1        701.480    3.6030E-2      101.400        0.44213
     3.6030E-2        6.00000    363.050    -2291.6        701.470    3.6030E-2      101.380        0.44254
     3.6030E-2        6.30000    363.030    -2290.0        701.410    3.6030E-2      101.350        0.44294
     3.6030E-2        6.60000    363.000    -2288.3        701.310    3.6030E-2      101.330        0.44331
     3.6030E-2        6.90000    362.970    -2286.6        701.170    3.6030E-2      101.300        0.44366
     3.6030E-2        7.20000    362.950    -2284.8        700.980    3.6030E-2      101.260        0.44399
     3.6030E-2        7.50000    362.920    -2283.0        700.750    3.6030E-2      101.230        0.44430
     3.6030E-2        7.80000    362.890    -2281.0        700.470    3.6030E-2      101.190        0.44459
     3.6030E-2        8.10000    362.860    -2279.0        700.150    3.6030E-2      101.160        0.44485
     3.6030E-2        8.40000    362.820    -2277.0        699.780    3.6030E-2      101.110        0.44510
     3.6030E-2        8.70000    362.790    -2274.9        699.370    3.6030E-2      101.070        0.44532
     3.6030E-2        9.00000    362.760    -2272.7        698.910    3.6030E-2      101.030        0.44552
     3.6030E-2        9.30000    362.720    -2270.4        698.410    3.6030E-2      100.980        0.44570
     3.6030E-2        9.60000    362.690    -2268.1        697.870    3.6030E-2      100.930        0.44585
     3.6030E-2        9.90000    362.650    -2265.7        697.270    3.6030E-2      100.880        0.44599
     3.6030E-2       10.2000     362.610    -2263.3        696.640    3.6030E-2      100.830        0.44610
     3.6030E-2       10.5000     362.570    -2260.8        695.960    3.6030E-2      100.780        0.44619
     3.6030E-2       10.8000     362.530    -2258.2        695.230    3.6030E-2      100.720        0.44626
     3.6030E-2       11.1000     362.490    -2255.5        694.470    3.6030E-2      100.660        0.44630
     3.6030E-2       11.4000     362.450    -2252.8        693.650    3.6030E-2      100.600        0.44632
     3.6030E-2       11.7000     362.410    -2250.0        692.790    3.6030E-2      100.540        0.44632
     3.6030E-2       12.0000     362.360    -2247.2        691.890    3.6030E-2      100.470        0.44630
     3.6030E-2       12.3000     362.320    -2244.3        690.940    3.6030E-2      100.400        0.44625
     3.6030E-2       12.6000     362.270    -2241.3        689.950    3.6030E-2      100.330        0.44619
     3.6030E-2       12.9000     362.220    -2238.3        688.910    3.6030E-2      100.260        0.44609
     3.6030E-2       13.2000     362.180    -2235.2        687.830    3.6030E-2      100.190        0.44598
     3.6030E-2       13.5000     362.130    -2232.0        686.700    3.6030E-2      100.120        0.44584
     3.6030E-2       13.8000     362.080    -2228.7        685.530    3.6030E-2      100.040        0.44567
     3.6030E-2       14.1000     362.030    -2225.4        684.310    3.6030E-2       99.9590       0.44549
     3.6030E-2       14.4000     361.970    -2222.1        683.050    3.6030E-2       99.8780       0.44528
     3.6030E-2       14.7000     361.920    -2218.6        681.750    3.6030E-2       99.7940       0.44504
     3.6030E-2       15.0000     361.870    -2215.1        680.390    3.6030E-2       99.7090       0.44479
     3.6030E-2       15.3000     361.810    -2211.6        679.000    3.6030E-2       99.6220       0.44450
     3.6030E-2       15.6000     361.760    -2208.0        677.560    3.6030E-2       99.5320       0.44420
     3.6030E-2       15.9000     361.700    -2204.3        676.070    3.6030E-2       99.4410       0.44386
     3.6030E-2       16.2000     361.640    -2200.5        674.540    3.6030E-2       99.3470       0.44351
     3.6030E-2       16.5000     361.580    -2196.7        672.970    3.6030E-2       99.2520       0.44313
     3.6030E-2       16.8000     361.520    -2192.8        671.340    3.6030E-2       99.1540       0.44272
     3.6030E-2       17.1000     361.460    -2188.9        669.680    3.6030E-2       99.0540       0.44229
     3.6030E-2       17.4000     361.400    -2184.8        667.970    3.6030E-2       98.9530       0.44183
     3.6030E-2       17.7000     361.330    -2180.8        666.210    3.6030E-2       98.8490       0.44135
     3.6030E-2       18.0000     361.270    -2176.6        664.410    3.6030E-2       98.7430       0.44084
     3.6030E-2       18.3000     361.200    -2172.4        662.570    3.6030E-2       98.6360       0.44030
     3.6030E-2       18.6000     361.140    -2168.2        660.680    3.6030E-2       98.5260       0.43974
     3.6030E-2       18.9000     361.070    -2163.8        658.740    3.6030E-2       98.4140       0.43915
     3.6030E-2       19.2000     361.000    -2159.4        656.760    3.6030E-2       98.3000       0.43854
     3.6030E-2       19.5000     360.930    -2155.0        654.740    3.6030E-2       98.1840       0.43790
     3.6030E-2       19.8000     360.860    -2150.5        652.660    3.6030E-2       98.0670       0.43723
     3.6030E-2       20.1000     360.790    -2145.9        650.550    3.6030E-2       97.9470       0.43653
     3.6030E-2       20.4000     360.720    -2141.2        648.390    3.6030E-2       97.8250       0.43581
     3.6030E-2       20.7000     360.650    -2136.5        646.180    3.6030E-2       97.7010       0.43506
     3.6030E-2       21.0000     360.580    -2131.7        643.930    3.6030E-2       97.5750       0.43428
     3.6030E-2       21.3000     360.500    -2126.9        641.630    3.6030E-2       97.4470       0.43348
     3.6030E-2       21.6000     360.420    -2122.0        639.290    3.6030E-2       97.3170       0.43264
     3.6030E-2       21.9000     360.350    -2117.1        636.900    3.6030E-2       97.1850       0.43178
     3.6030E-2       22.2000     360.270    -2112.0        634.470    3.6030E-2       97.0510       0.43088
     3.6030E-2       22.5000     360.190    -2107.0        631.990    3.6030E-2       96.9160       0.42996
     3.6030E-2       22.8000     360.110    -2101.8        629.470    3.6030E-2       96.7780       0.42901
     3.6030E-2       23.1000     360.030    -2096.6        626.900    3.6030E-2       96.6380       0.42803
     3.6030E-2       23.4000     359.950    -2091.3        624.280    3.6030E-2       96.4960       0.42702
     3.6030E-2       23.7000     359.870    -2086.0        621.620    3.6030E-2       96.3520       0.42597
     3.6030E-2       24.0000     359.780    -2080.6        618.910    3.6030E-2       96.2060       0.42490
     3.6030E-2       24.3000     359.700    -2075.2        616.160    3.6030E-2       96.0580       0.42380
     3.6030E-2       24.6000     359.610    -2069.7        613.370    3.6030E-2       95.9080       0.42266
     3.6030E-2       24.9000     359.530    -2064.1        610.520    3.6030E-2       95.7560       0.42150
     3.6030E-2       25.2000     359.440    -2058.4        607.630    3.6030E-2       95.6020       0.42030
     3.6030E-2       25.5000     359.350    -2052.8        604.700    3.6030E-2       95.4460       0.41907
     3.6030E-2       25.8000     359.260    -2047.0        601.720    3.6030E-2       95.2880       0.41781
     3.6030E-2       26.1000     359.170    -2041.2        598.690    3.6030E-2       95.1280       0.41652
     3.6030E-2       26.4000     359.080    -2035.3        595.620    3.6030E-2       94.9660       0.41519
     3.6030E-2       26.7000     358.990    -2029.4        592.500    3.6030E-2       94.8030       0.41383
     3.6030E-2       27.0000     358.900    -2023.4        589.340    3.6030E-2       94.6370       0.41243
     3.6030E-2       27.3000     358.810    -2017.3        586.130    3.6030E-2       94.4690       0.41101
     3.6030E-2       27.6000     358.710    -2011.2        582.870    3.6030E-2       94.2990       0.40954
     3.6030E-2       27.9000     358.620    -2005.1        579.570    3.6030E-2       94.1270       0.40805
     3.6030E-2       28.2000     358.520    -1998.8        576.220    3.6030E-2       93.9540       0.40651
     3.6030E-2       28.5000     358.420    -1992.5        572.830    3.6030E-2       93.7780       0.40495
     3.6030E-2       28.8000     358.320    -1986.2        569.390    3.6030E-2       93.6000       0.40334
     3.6030E-2       29.1000     358.230    -1979.8        565.900    3.6030E-2       93.4200       0.40171
     3.6030E-2       29.4000     358.130    -1973.3        562.370    3.6030E-2       93.2390       0.40003
     3.6030E-2       29.7000     358.020    -1966.8        558.790    3.6030E-2       93.0550       0.39832
     3.6030E-2       30.0000     357.920    -1960.2        555.170    3.6030E-2       92.8700       0.39657
     3.6228E-2       30.0000     358.080    -1970.6        549.830    3.6228E-2       92.9060       0.38840
     3.6228E-2       29.7000     358.190    -1977.2        553.470    3.6228E-2       93.0930       0.39015
     3.6228E-2       29.4000     358.290    -1983.8        557.070    3.6228E-2       93.2780       0.39187
     3.6228E-2       29.1000     358.390    -1990.3        560.620    3.6228E-2       93.4600       0.39355
     3.6228E-2       28.8000     358.490    -1996.7        564.120    3.6228E-2       93.6410       0.39520
     3.6228E-2       28.5000     358.590    -2003.1        567.580    3.6228E-2       93.8190       0.39681
     3.6228E-2       28.2000     358.680    -2009.4        570.990    3.6228E-2       93.9960       0.39838
     3.6228E-2       27.9000     358.780    -2015.7        574.360    3.6228E-2       94.1710       0.39992
     3.6228E-2       27.6000     358.880    -2021.9        577.680    3.6228E-2       94.3430       0.40143
     3.6228E-2       27.3000     358.970    -2028.0        580.950    3.6228E-2       94.5140       0.40290
     3.6228E-2       27.0000     359.060    -2034.1        584.170    3.6228E-2       94.6830       0.40433
     3.6228E-2       26.7000     359.160    -2040.1        587.350    3.6228E-2       94.8490       0.40574
     3.6228E-2       26.4000     359.250    -2046.1        590.490    3.6228E-2       95.0140       0.40710
     3.6228E-2       26.1000     359.340    -2052.0        593.570    3.6228E-2       95.1770       0.40844
     3.6228E-2       25.8000     359.430    -2057.8        596.620    3.6228E-2       95.3370       0.40974
     3.6228E-2       25.5000     359.520    -2063.6        599.610    3.6228E-2       95.4960       0.41101
     3.6228E-2       25.2000     359.610    -2069.3        602.560    3.6228E-2       95.6530       0.41225
     3.6228E-2       24.9000     359.700    -2075.0        605.460    3.6228E-2       95.8080       0.41345
     3.6228E-2       24.6000     359.780    -2080.6        608.320    3.6228E-2       95.9600       0.41463
     3.6228E-2       24.3000     359.870    -2086.1        611.130    3.6228E-2       96.1110       0.41577
     3.6228E-2       24.0000     359.950    -2091.6        613.890    3.6228E-2       96.2600       0.41688
     3.6228E-2       23.7000     360.040    -2097.0        616.610    3.6228E-2       96.4060       0.41796
     3.6228E-2       23.4000     360.120    -2102.4        619.290    3.6228E-2       96.5510       0.41901
     3.6228E-2       23.1000     360.200    -2107.7        621.910    3.6228E-2       96.6940       0.42003
     3.6228E-2       22.8000     360.280    -2112.9        624.490    3.6228E-2       96.8340       0.42101
     3.6228E-2       22.5000     360.360    -2118.1        627.030    3.6228E-2       96.9730       0.42197
     3.6228E-2       22.2000     360.440    -2123.2        629.520    3.6228E-2       97.1090       0.42290
     3.6228E-2       21.9000     360.520    -2128.2        631.960    3.6228E-2       97.2440       0.42380
     3.6228E-2       21.6000     360.600    -2133.2        634.360    3.6228E-2       97.3770       0.42468
     3.6228E-2       21.3000     360.670    -2138.1        636.710    3.6228E-2       97.5070       0.42552
     3.6228E-2       21.0000     360.750    -2143.0        639.020    3.6228E-2       97.6360       0.42633
     3.6228E-2       20.7000     360.820    -2147.8        641.280    3.6228E-2       97.7620       0.42712
     3.6228E-2       20.4000     360.900    -2152.5        643.500    3.6228E-2       97.8870       0.42788
     3.6228E-2       20.1000     360.970    -2157.2        645.670    3.6228E-2       98.0090       0.42861
     3.6228E-2       19.8000     361.040    -2161.8        647.790    3.6228E-2       98.1300       0.42931
     3.6228E-2       19.5000     361.110    -2166.3        649.870    3.6228E-2       98.2480       0.42999
     3.6228E-2       19.2000     361.180    -2170.8        651.910    3.6228E-2       98.3640       0.43063
     3.6228E-2       18.9000     361.250    -2175.2        653.900    3.6228E-2       98.4790       0.43126
     3.6228E-2       18.6000     361.320    -2179.6        655.840    3.6228E-2       98.5910       0.43185
     3.6228E-2       18.3000     361.380    -2183.9        657.740    3.6228E-2       98.7010       0.43242
     3.6228E-2       18.0000     361.450    -2188.1        659.590    3.6228E-2       98.8090       0.43296
     3.6228E-2       17.7000     361.510    -2192.3        661.400    3.6228E-2       98.9160       0.43348
     3.6228E-2       17.4000     361.580    -2196.4        663.160    3.6228E-2       99.0200       0.43397
     3.6228E-2       17.1000     361.640    -2200.4        664.870    3.6228E-2       99.1220       0.43443
     3.6228E-2       16.8000     361.700    -2204.4        666.550    3.6228E-2       99.2220       0.43487
     3.6228E-2       16.5000     361.760    -2208.3        668.170    3.6228E-2       99.3200       0.43528
     3.6228E-2       16.2000     361.820    -2212.1        669.750    3.6228E-2       99.4160       0.43567
     3.6228E-2       15.9000     361.880    -2215.9        671.290    3.6228E-2       99.5100       0.43604
     3.6228E-2       15.6000     361.940    -2219.6        672.780    3.6228E-2       99.6020       0.43637
     3.6228E-2       15.3000     361.990    -2223.2        674.220    3.6228E-2       99.6920       0.43669
     3.6228E-2       15.0000     362.050    -2226.8        675.620    3.6228E-2       99.7790       0.43698
     3.6228E-2       14.7000     362.100    -2230.3        676.980    3.6228E-2       99.8650       0.43724
     3.6228E-2       14.4000     362.160    -2233.8        678.290    3.6228E-2       99.9490       0.43748
     3.6228E-2       14.1000     362.210    -2237.2        679.550    3.6228E-2      100.030        0.43770
     3.6228E-2       13.8000     362.260    -2240.5        680.770    3.6228E-2      100.110        0.43789
     3.6228E-2       13.5000     362.310    -2243.7        681.950    3.6228E-2      100.190        0.43806
     3.6228E-2       13.2000     362.360    -2246.9        683.080    3.6228E-2      100.260        0.43821
     3.6228E-2       12.9000     362.410    -2250.0        684.160    3.6228E-2      100.340        0.43833
     3.6228E-2       12.6000     362.450    -2253.1        685.200    3.6228E-2      100.410        0.43843
     3.6228E-2       12.3000     362.500    -2256.1        686.200    3.6228E-2      100.480        0.43850
     3.6228E-2       12.0000     362.550    -2259.0        687.140    3.6228E-2      100.540        0.43856
     3.6228E-2       11.7000     362.590    -2261.9        688.050    3.6228E-2      100.610        0.43859
     3.6228E-2       11.4000     362.630    -2264.7        688.910    3.6228E-2      100.670        0.43859
     3.6228E-2       11.1000     362.680    -2267.4        689.720    3.6228E-2      100.730        0.43858
     3.6228E-2       10.8000     362.720    -2270.1        690.490    3.6228E-2      100.790        0.43854
     3.6228E-2       10.5000     362.760    -2272.7        691.220    3.6228E-2      100.850        0.43848
     3.6228E-2       10.2000     362.800    -2275.2        691.900    3.6228E-2      100.900        0.43839
     3.6228E-2        9.90000    362.840    -2277.6        692.530    3.6228E-2      100.960        0.43829
     3.6228E-2        9.60000    362.870    -2280.0        693.120    3.6228E-2      101.010        0.43816
     3.6228E-2        9.30000    362.910    -2282.4        693.660    3.6228E-2      101.060        0.43801
     3.6228E-2        9.00000    362.940    -2284.6        694.160    3.6228E-2      101.100        0.43784
     3.6228E-2        8.70000    362.980    -2286.8        694.620    3.6228E-2      101.150        0.43764
     3.6228E-2        8.40000    363.010    -2289.0        695.030    3.6228E-2      101.190        0.43743
     3.6228E-2        8.10000    363.040    -2291.0        695.390    3.6228E-2      101.230        0.43719
     3.6228E-2        7.80000    363.070    -2293.0        695.710    3.6228E-2      101.270        0.43693
     3.6228E-2        7.50000    363.100    -2295.0        695.990    3.6228E-2      101.310        0.43665
     3.6228E-2        7.20000    363.130    -2296.8        696.220    3.6228E-2      101.340        0.43634
     3.6228E-2        6.90000    363.160    -2298.6        696.400    3.6228E-2      101.370        0.43602
     3.6228E-2        6.60000    363.190    -2300.4        696.540    3.6228E-2      101.400        0.43567
     3.6228E-2        6.30000    363.210    -2302.0        696.640    3.6228E-2      101.430        0.43531
     3.6228E-2        6.00000    363.240    -2303.6        696.690    3.6228E-2      101.460        0.43492
     3.6228E-2        5.70000    363.260    -2305.1        696.700    3.6228E-2      101.480        0.43451
     3.6228E-2        5.40000    363.280    -2306.6        696.660    3.6228E-2      101.500        0.43407
     3.6228E-2        5.10000    363.310    -2308.0        696.570    3.6228E-2      101.520        0.43362
     3.6228E-2        4.80000    363.330    -2309.3        696.440    3.6228E-2      101.540        0.43315
     3.6228E-2        4.50000    363.350    -2310.6        696.270    3.6228E-2      101.550        0.43265
     3.6228E-2        4.20000    363.360    -2311.8        696.050    3.6228E-2      101.570        0.43214
     3.6228E-2        3.90000    363.380    -2312.9        695.780    3.6228E-2      101.580        0.43160
     3.6228E-2        3.60000    363.400    -2314.0        695.470    3.6228E-2      101.590        0.43104
     3.6228E-2        3.30000    363.410    -2315.0        695.120    3.6228E-2      101.600        0.43046
     3.6228E-2        3.00000    363.430    -2315.9        694.720    3.6228E-2      101.600        0.42986
     3.6228E-2        2.70000    363.440    -2316.8        694.280    3.6228E-2      101.600        0.42924
     3.6228E-2        2.40000    363.450    -2317.6        693.790    3.6228E-2      101.610        0.42860
     3.6228E-2        2.10000    363.470    -2318.3        693.250    3.6228E-2      101.600        0.42793
     3.6228E-2        1.80000    363.480    -2318.9        692.670    3.6228E-2      101.600        0.42725
     3.6228E-2        1.50000    363.480    -2319.5        692.050    3.6228E-2      101.600        0.42654
     3.6228E-2        1.20000    363.490    -2320.1        691.380    3.6228E-2      101.590        0.42582
     3.6228E-2        0.90000    363.500    -2320.5        690.660    3.6228E-2      101.580        0.42507
     3.6228E-2        0.60000    363.510    -2320.9        689.900    3.6228E-2      101.570        0.42430
     3.6228E-2        0.30000    363.510    -2321.2        689.100    3.6228E-2      101.550        0.42351
     3.6228E-2   -2.2204E-15     363.510    -2321.5        688.250    3.6228E-2      101.540        0.42270
     3.6228E-2       -0.3000     363.520    -2321.7        687.350    3.6228E-2      101.520        0.42187
     3.6228E-2       -0.6000     363.520    -2321.8        686.410    3.6228E-2      101.500        0.42102
     3.6228E-2       -0.9000     363.520    -2321.8        685.430    3.6228E-2      101.480        0.42015
     3.6228E-2       -1.2000     363.520    -2321.8        684.390    3.6228E-2      101.450        0.41925
     3.6228E-2       -1.5000     363.520    -2321.8        683.320    3.6228E-2      101.430        0.41834
     3.6228E-2       -1.8000     363.520    -2321.6        682.200    3.6228E-2      101.400        0.41740
