    BEGIN:|U|  BEGIN:Ph(U)  BEGIN:TBeg  HX:HeatIn   HX:HeatIn     RPN:dT    RPN:ChngeM 
      m^3/s        deg          K           W           W           _           _      
         0f          0g          0c          1e         13e          9A         16A    
     6.9805E-3      -12.600      340.560     -474.60       330.740      -71.716        2.36260
     6.9805E-3      -12.750      340.550     -474.37       330.580      -71.693        2.36270
     6.9805E-3      -12.900      340.550     -474.13       330.410      -71.669        2.36290
     6.9805E-3      -13.050      340.540     -473.88       330.250      -71.646        2.36300
     6.9805E-3      -13.200      340.530     -473.64       330.080      -71.623        2.36310
     6.9805E-3      -13.350      340.520     -473.39       329.910      -71.599        2.36320
     6.9805E-3      -13.500      340.520     -473.14       329.730      -71.575        2.36330
     6.9805E-3      -13.650      340.510     -472.88       329.560      -71.552        2.36340
     6.9805E-3      -13.800      340.500     -472.62       329.380      -71.528        2.36350
     6.9805E-3      -13.950      340.490     -472.36       329.200      -71.504        2.36360
     6.9805E-3      -14.100      340.480     -472.09       329.020      -71.480        2.36370
     6.9805E-3      -14.250      340.470     -471.82       328.830      -71.455        2.36380
     6.9805E-3      -14.400      340.460     -471.55       328.640      -71.431        2.36380
     6.9805E-3      -14.550      340.460     -471.27       328.450      -71.407        2.36390
     6.9805E-3      -14.700      340.450     -470.99       328.250      -71.382        2.36390
     6.9805E-3      -14.850      340.440     -470.71       328.060      -71.358        2.36400
     6.9805E-3      -15.000      340.430     -470.42       327.860      -71.333        2.36400
     7.0300E-3      -15.000      340.430     -473.66       330.050      -71.361        2.36200
     7.0300E-3      -14.850      340.440     -473.95       330.250      -71.386        2.36190
     7.0300E-3      -14.700      340.450     -474.23       330.450      -71.410        2.36190
     7.0300E-3      -14.550      340.450     -474.52       330.640      -71.435        2.36190
     7.0300E-3      -14.400      340.460     -474.79       330.840      -71.459        2.36180
     7.0300E-3      -14.250      340.470     -475.07       331.030      -71.484        2.36170
     7.0300E-3      -14.100      340.480     -475.34       331.220      -71.508        2.36170
     7.0300E-3      -13.950      340.490     -475.61       331.400      -71.532        2.36160
     7.0300E-3      -13.800      340.500     -475.87       331.580      -71.556        2.36150
     7.0300E-3      -13.650      340.510     -476.14       331.760      -71.580        2.36140
     7.0300E-3      -13.500      340.510     -476.39       331.940      -71.604        2.36140
     7.0300E-3      -13.350      340.520     -476.65       332.120      -71.628        2.36130
     7.0300E-3      -13.200      340.530     -476.90       332.290      -71.652        2.36120
     7.0300E-3      -13.050      340.540     -477.15       332.460      -71.675        2.36100
     7.0300E-3      -12.900      340.550     -477.39       332.630      -71.698        2.36090
     7.0300E-3      -12.750      340.550     -477.63       332.790      -71.722        2.36080
     7.0300E-3      -12.600      340.560     -477.87       332.950      -71.745        2.36070
     7.0300E-3      -12.450      340.570     -478.11       333.110      -71.768        2.36050
     7.0300E-3      -12.300      340.580     -478.34       333.270      -71.791        2.36040
     7.0300E-3      -12.150      340.580     -478.57       333.420      -71.814        2.36030
     7.0300E-3      -12.000      340.590     -478.79       333.570      -71.837        2.36010
     7.0300E-3      -11.850      340.600     -479.01       333.720      -71.859        2.36000
     7.0300E-3      -11.700      340.600     -479.23       333.870      -71.882        2.35980
     7.0300E-3      -11.550      340.610     -479.44       334.010      -71.904        2.35960
     7.0300E-3      -11.400      340.620     -479.65       334.150      -71.926        2.35940
     7.0300E-3      -11.250      340.630     -479.86       334.290      -71.949        2.35930
     7.0300E-3      -11.100      340.630     -480.06       334.420      -71.971        2.35910
     7.0300E-3      -10.950      340.640     -480.26       334.560      -71.993        2.35890
     7.0300E-3      -10.800      340.640     -480.46       334.690      -72.015        2.35870
     7.0300E-3      -10.650      340.650     -480.66       334.810      -72.036        2.35850
     7.0300E-3      -10.500      340.660     -480.85       334.940      -72.058        2.35830
     7.0300E-3      -10.350      340.660     -481.03       335.060      -72.079        2.35800
     7.0300E-3      -10.200      340.670     -481.22       335.180      -72.101        2.35780
     7.0300E-3      -10.050      340.680     -481.40       335.300      -72.122        2.35760
     7.0300E-3       -9.9000     340.680     -481.57       335.410      -72.143        2.35740
     7.0300E-3       -9.7500     340.690     -481.74       335.520      -72.164        2.35710
     7.0300E-3       -9.6000     340.690     -481.91       335.630      -72.185        2.35690
     7.0300E-3       -9.4500     340.700     -482.08       335.740      -72.206        2.35660
     7.0300E-3       -9.3000     340.710     -482.24       335.840      -72.227        2.35640
     7.0300E-3       -9.1500     340.710     -482.40       335.940      -72.248        2.35610
     7.0300E-3       -9.0000     340.720     -482.56       336.040      -72.268        2.35580
     7.0300E-3       -8.8500     340.720     -482.71       336.140      -72.288        2.35560
     7.0300E-3       -8.7000     340.730     -482.86       336.230      -72.309        2.35530
     7.0300E-3       -8.5500     340.730     -483.01       336.320      -72.329        2.35500
     7.0300E-3       -8.4000     340.740     -483.15       336.410      -72.349        2.35470
     7.0300E-3       -8.2500     340.740     -483.29       336.490      -72.369        2.35440
     7.0300E-3       -8.1000     340.750     -483.42       336.570      -72.389        2.35410
     7.0300E-3       -7.9500     340.750     -483.55       336.650      -72.408        2.35380
     7.0300E-3       -7.8000     340.760     -483.68       336.730      -72.428        2.35350
     7.0300E-3       -7.6500     340.760     -483.81       336.800      -72.448        2.35320
     7.0300E-3       -7.5000     340.770     -483.93       336.880      -72.467        2.35290
     7.0300E-3       -7.3500     340.770     -484.05       336.940      -72.486        2.35260
     7.0300E-3       -7.2000     340.780     -484.16       337.010      -72.505        2.35220
     7.0300E-3       -7.0500     340.780     -484.27       337.070      -72.524        2.35190
     7.0300E-3       -6.9000     340.780     -484.38       337.140      -72.543        2.35150
     7.0300E-3       -6.7500     340.790     -484.49       337.190      -72.562        2.35120
     7.0300E-3       -6.6000     340.790     -484.59       337.250      -72.581        2.35080
     7.0300E-3       -6.4500     340.800     -484.68       337.300      -72.599        2.35050
     7.0300E-3       -6.3000     340.800     -484.78       337.350      -72.618        2.35010
     7.0300E-3       -6.1500     340.800     -484.87       337.400      -72.636        2.34980
     7.0300E-3       -6.0000     340.810     -484.96       337.450      -72.654        2.34940
     7.0300E-3       -5.8500     340.810     -485.04       337.490      -72.672        2.34900
     7.0300E-3       -5.7000     340.820     -485.12       337.530      -72.690        2.34860
     7.0300E-3       -5.5500     340.820     -485.20       337.570      -72.708        2.34820
     7.0300E-3       -5.4000     340.820     -485.27       337.600      -72.726        2.34780
     7.0300E-3       -5.2500     340.830     -485.34       337.630      -72.744        2.34740
     7.0300E-3       -5.1000     340.830     -485.40       337.660      -72.761        2.34700
     7.0300E-3       -4.9500     340.830     -485.47       337.690      -72.779        2.34660
     7.0300E-3       -4.8000     340.830     -485.53       337.710      -72.796        2.34620
     7.0300E-3       -4.6500     340.840     -485.58       337.730      -72.813        2.34580
     7.0300E-3       -4.5000     340.840     -485.64       337.750      -72.830        2.34540
     7.0300E-3       -4.3500     340.840     -485.68       337.770      -72.847        2.34500
     7.0300E-3       -4.2000     340.850     -485.73       337.780      -72.864        2.34450
     7.0300E-3       -4.0500     340.850     -485.77       337.790      -72.881        2.34410
     7.0300E-3       -3.9000     340.850     -485.81       337.800      -72.897        2.34360
     7.0300E-3       -3.7500     340.850     -485.85       337.800      -72.914        2.34320
     7.0300E-3       -3.6000     340.850     -485.88       337.810      -72.930        2.34270
     7.0300E-3       -3.4500     340.860     -485.91       337.810      -72.946        2.34230
     7.0300E-3       -3.3000     340.860     -485.93       337.800      -72.963        2.34180
     7.0300E-3       -3.1500     340.860     -485.95       337.800      -72.979        2.34140
     7.0300E-3       -3.0000     340.860     -485.97       337.790      -72.995        2.34090
     7.0300E-3       -2.8500     340.860     -485.98       337.780      -73.010        2.34040
     7.0300E-3       -2.7000     340.870     -486.00       337.770      -73.026        2.33990
     7.0300E-3       -2.5500     340.870     -486.00       337.750      -73.042        2.33940
     7.0300E-3       -2.4000     340.870     -486.01       337.730      -73.057        2.33900
     7.0300E-3       -2.2500     340.870     -486.01       337.710      -73.072        2.33850
